Year;Day;Month;Site;Season;Habitat;DegLev;Bird ID;Sex;Plant Family;Plant ID;Activity;Folder;Picture;Time
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;8177;8:16:25
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;9064;8:31:12
2016;9;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;NA;Ericaceae;Macleania rupestris;Feeding;030916_01;10900;9:01:48
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;12417;9:27:03
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;14208;9:56:56
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;030916_01;16483;10:34:51
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;16551;10:35:59
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;18470;11:07:58
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_01;20176;11:36:24
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;738;13:12:26
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;1543;13:25:51
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;2084;13:34:52
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;3070;13:51:18
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;3922;14:05:30
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;4505;14:15:13
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;4959;14:22:47
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;5607;14:33:35
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;030916_02;6212;14:43:40
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;7356;15:02:44
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;11084;16:04:52
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;11618;16:13:46
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;1387;16:53:15
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;16020;17:27:08
2016;9;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;030916_02;16841;17:40:49
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;031016_01;505;6:08:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;031016_01;1738;6:29:06
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;2961;6:49:29
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;3799;7:03:27
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;5335;7:29:03
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;7214;8:00:22
2016;10;3;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Macleania rupestris;Feeding;031016_01;7529;8:05:37
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;9125;8:32:13
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;10885;9:01:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis luciani;NA;Ericaceae;Macleania rupestris;Feeding;031016_01;12628;9:30:36
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;14024;9:53:52
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;16078;10:28:06
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;18205;11:03:33
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_01;20807;11:46:55
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;497;13:08:25
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;2112;13:35:20
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;4400;14:13:28
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;9729;15:42:17
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;11500;16:11:48
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;13384;16:43:12
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;4620;17:03:48
2016;10;3;Esperanza;Wet;Forest_Border;1;Eriocnemis nigrivestis;female;Ericaceae;Macleania rupestris;Feeding;031016_02;18689;18:11:37
2016;15;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File001;917;13:15:25
2016;15;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File001;6589;14:49:57
2016;16;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File002;2894;6:48:22
2016;16;1;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;File002;10683;8:58:11
2016;16;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File002;13896;9:51:44
2016;16;1;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;male;Ericaceae;Macleania rupestris;Feeding;File003;10324;15:52:12
2016;16;1;Yanacocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;File003;14067;16:54:35
2016;17;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File004;2486;6:41:34
2016;17;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File004;12980;9:36:28
2016;17;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File005;6659;14:51:07
2016;18;1;Yanacocha;Wet;Forest_interior;0;Coeligena lutetiae;male;Ericaceae;Macleania rupestris;Feeding;File006;8453;8:21:01
2016;18;1;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;File006;13012;9:37:00
2015;19;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151219AA;14397;10:00:06
2015;19;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151219AB;14870;17:07:58
2015;19;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151219AB;9996;15:46:43
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151220AA;3460;6:57:48
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151220AA;10600;8:56:48
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151220AB;12615;16:30:23
2015;21;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151221AB;18497;18:08:25
2015;22;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;151222AA;19471;11:24:39
2015;22;12;Yanacocha;Wet;Forest_Patch;3;Trochilidae;na;Ericaceae;Macleania rupestris;Feeding;151222AB;16756;17:39:24
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Macleania rupestris;Feeding;160505AA;1999-2004;6:33:27
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AA;10635-10639;8:57:23
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AA;17802;10:56:50
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Macleania rupestris;Feeding;160505AB;854;13:14:22
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AB;7741-7744;15:09:09
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AB;11662;16:14:30
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AB;15159;17:12:47
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160505AB;17702;17:55:10
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Macleania rupestris;Feeding;160506AA;1888;6:31:36
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160506AA;4159-4167;7:09:27
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Macleania rupestris;Feeding;160506AA;10922;9:02:10
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160506AA;21013-21018;11:50:21
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160506AB;3278;13:54:46
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160506AB;9808;15:43:36
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160506AB;16536;17:35:44
2016;7;5;Verdecocha;Wet;Forest_interior;0;Trochilidae;na;Ericaceae;Macleania rupestris;Feeding;160507AA;579;6:09:47
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AA;3921;7:05:30
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AA;14464;10:01:13
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AA;15367;10:16:16
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AA;19612;11:27:01
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AA;20374;11:39:43
2016;28;5;Yanacocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Macleania rupestris;Feeding;160528AB;863;13:14:31
2016;28;5;Yanacocha;Wet;Forest_interior;0;Trochilidae;na;Ericaceae;Macleania rupestris;Feeding;160528AB;6989;14:56:53
2016;28;5;Yanacocha;Wet;Forest_interior;0;Trochilidae;na;Ericaceae;Macleania rupestris;Feeding;160528AB;16597;17:43:01
2016;2;6;Yanacocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;160602AA;11028;9:03:46
2016;3;6;Yanacocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;160603AB;13579;15:46:19
2016;4;6;Yanacocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;160604AB;3712;14:01:52
2016;4;6;Yanacocha;Wet;Forest_interior;0;Eriocnemis luciani;na;Ericaceae;Macleania rupestris;Feeding;160604AB;17334;17:48:54
2015;18;4;Yanacocha;Wet;Forest_Patch;3;Diglossa lafresnayii;na;Rubiaceae;Palicourea fuchsioides;Feeding;150418AC;13515;16:15:29
2015;20;4;Yanacocha;Wet;Forest_Patch;3;Diglossa lafresnayii;na;Rubiaceae;Palicourea fuchsioides;Feeding;150420AA;5746;7:36:01
2015;21;4;Yanacocha;Wet;Forest_Patch;3;Diglossa lafresnayii;na;Rubiaceae;Palicourea fuchsioides;Feeding;150421AA;2849;6:47:44
2015;12;3;Yanacocha;Wet;Forest_Patch;3;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150312AB;3217;8:33:51
2015;13;3;Yanacocha;Wet;Forest_Patch;3;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150313AH;1938;5:24:46
2015;20;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150620AC;8402;15:20:10
2015;21;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AA;7686;8:08:14
2015;21;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AA;13757;9:49:25
2015;21;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AA;17332;10:49:00
2015;21;6;Yanacocha;Dry;Forest_interior;0;Diglossopis cyanea;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AA;20852;11:47
2015;21;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AC;8682;15:24:50
2015;21;6;Yanacocha;Dry;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;150621AC;15748;17:22:36
2014;16;9;Verdecocha;Wet;Forest_interior;0;Coeligena lutetiae;na;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;162;
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;3298;6:55:13
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female?;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;6440;7:47:35
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;7938;8:12:33
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;9847;8:44:22
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;15564;10:19:39
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AA;17661;10:54:36
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AB;1100;12:48:28
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AB;3672;13:31:20
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AB;7633;14:37:21
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AB;10645;15:27:33
2014;16;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140916AB;17858;17:27:46
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;76;6:01:31
2014;17;9;Verdecocha;Wet;Forest_interior;0;Coeligena lutetiae;na;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;162;
2014;17;9;Verdecocha;Wet;Forest_interior;0;Coeligena lutetiae;na;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;164;
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;2529;6:42:24
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;6986;7:56:41
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;19502;11:25:17
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AA;19979;11:33:14
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AB;5196;13:56:49
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AB;7724;14:38:57
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140917AB;11446;15:40:59
2014;17;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140917AB;18947;17:46:00
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;164;6:02:59
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;917;6:15:32
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;5097;7:25:12
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;10249;8:51:04
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;13802;9:50:17
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Rubiaceae;Palicourea fuchsioides;Feeding;140918AA;18507;11:08:42
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140918AB;816;12:43:45
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140918AB;8572;14:53:01
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140918AB;11266;15:37:55
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140918AB;12430;15:57:19
2014;18;9;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;na;Rubiaceae;Palicourea fuchsioides;Feeding;140918AB;14175;16:26:24
2015;1;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151201AB;3825;14:03:53
2015;1;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151201AB;12871;16:34:39
2015;1;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151201AB;16597;17:36:45
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AA;4018;7:07:06
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AA;7129;7:58:57
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AA;15836;10:24:04
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AB;56;13:01:04
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AB;1954;13:32:42
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AB;5473;14:31:21
2015;2;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151202AB;9102;15:31:50
2015;3;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151203AB;2175;13:36:23
2015;24;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;150724AB;18674;18:11:22
2015;25;7;Verdecocha;Wet;Forest_interior;0;Trochilidae;na;Rubiaceae;Palicourea fuchsioides;Feeding;150725AA;1522;6:25:30
2015;25;7;Verdecocha;Wet;Forest_interior;0;Eriocnemis luciani;na ;Rubiaceae;Palicourea fuchsioides;Feeding;150725AA;3262;6:54:30
2015;25;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;150725AA;20216;11:37:04
2015;27;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;150727AA;5314;7:28:42
2015;27;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;150727AB;5935;14:39:03
2015;19;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151219AB;14186;16:56:34
2015;20;12;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AA;5674;7:34:42
2015;20;12;Yanacocha;Wet;Forest_Border;2;Trochilidae;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AA;9714;8:42:02
2015;20;12;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AA;18401;11:06:49
2015;20;12;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AB;326;13:05:34
2015;20;12;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AB;8919;15:28:47
2015;20;12;Yanacocha;Wet;Forest_Border;2;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AB;13157;16:39:25
2015;21;12;Yanacocha;Wet;Forest_Border;2;Eriocnemis mosquera;na;Rubiaceae;Palicourea fuchsioides;Feeding;151221AA;2375;6:39:43
2015;19;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151219AB;5778;14:36:31
2015;19;12;Yanacocha;Wet;Forest_Patch;3;Trochilidae;na;Rubiaceae;Palicourea fuchsioides;Feeding;151219AB;14678;17:04:51
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AA;1848;6:31:03
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AA;18238;11:04:13
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AB;858;13:14:26
2015;20;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151220AB;9540, 9544;15:39:08
2015;21;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151221AB;4282, 4286;14:11:30
2015;21;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151221AB;16340;17:32:28
2015;21;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151221AB;18337;18:05:45
2015;22;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151222AB;7200;15:00:08
2015;22;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151222AB;11333;16:09:01
2015;22;12;Yanacocha;Wet;Forest_Patch;3;Eriocnemis luciani;na;Rubiaceae;Palicourea fuchsioides;Feeding;151222AB;19097;18:18:25
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;1211-1215;6:20:19
